code,url,first_name,last_name,slug,birth_date,birthplace,turned_pro,weight,height,residence,handedness,backhand,citizenship,code_dc,url_dc
s813,https://www.atptour.com/en/players/jean-claude-scherrer/s813/overview,Jean-Claude,Scherrer,jean-claude-scherrer,19780720,"Uznach, Switzerland",1998,82,188,"Reichenburg, Switzerland",Right-Handed,Unknown Backhand,SUI,,
s818,https://www.atptour.com/en/players/david-sherwood/s818/overview,David,Sherwood,david-sherwood,19800506,"Sheffield, England",,,193,"Sheffield, England",Right-Handed,Unknown Backhand,GBR,800197101,https://media.itfdataservices.com/player/dc/en/800197101
s823,https://www.atptour.com/en/players/harel-srugo/s823/overview,Harel,Srugo,harel-srugo,19820315,,,,,,Right-Handed,Unknown Backhand,ISR,,
s825,https://www.atptour.com/en/players/michele-scardigno/s825/overview,Michele,Scardigno,michele-scardigno,19810205,,,,,,Right-Handed,Unknown Backhand,ITA,,
s827,https://www.atptour.com/en/players/damien-spizzo/s827/overview,Damien,Spizzo,damien-spizzo,19801216,,,,,,Right-Handed,Unknown Backhand,AUS,,
s828,https://www.atptour.com/en/players/igor-sysoev/s828/overview,Igor,Sysoev,igor-sysoev,19810603,,,,,,Right-Handed,Unknown Backhand,RUS,,
s833,https://www.atptour.com/en/players/alexander-sikanov/s833/overview,Alexander,Sikanov,alexander-sikanov,19780113,,,,,,Right-Handed,Unknown Backhand,RUS,,
s842,https://www.atptour.com/en/players/andrea-stoppini/s842/overview,Andrea,Stoppini,andrea-stoppini,19800229,"Trento, Italy",1998,79,191,"Trento, Italy",Right-Handed,Unknown Backhand,ITA,,
s843,https://www.atptour.com/en/players/potito-starace/s843/overview,Potito,Starace,potito-starace,19810714,"Benevento, Italy",2001,84,188,"Cervinara, Italy",Right-Handed,Two-Handed Backhand,ITA,800209216,https://media.itfdataservices.com/player/dc/en/800209216
s847,https://www.atptour.com/en/players/rob-steckley/s847/overview,Rob,Steckley,rob-steckley,19800216,,,,,"Ontario, Canada",Right-Handed,Unknown Backhand,CAN,800196907,https://media.itfdataservices.com/player/dc/en/800196907
s854,https://www.atptour.com/en/players/robert-samuelsson/s854/overview,Robert,Samuelsson,robert-samuelsson,19750410,,,,,,Right-Handed,Unknown Backhand,SWE,,
s856,https://www.atptour.com/en/players/tamas-szepvolgyi/s856/overview,Tamas,Szepvolgyi,tamas-szepvolgyi,19790716,,,,,,Right-Handed,Unknown Backhand,HUN,,
s860,https://www.atptour.com/en/players/ryan-sachire/s860/overview,Ryan,Sachire,ryan-sachire,19780402,,,91,198,,Right-Handed,Unknown Backhand,USA,,
s862,https://www.atptour.com/en/players/branislav-sekac/s862/overview,Branislav,Sekac,branislav-sekac,19790903,,,,,,Right-Handed,Unknown Backhand,SVK,,
s869,https://www.atptour.com/en/players/thomas-schreyer/s869/overview,Thomas,Schreyer,thomas-schreyer,19791129,,,,,,,,GER,,
s873,https://www.atptour.com/en/players/nejc-smole/s873/overview,Nejc,Smole,nejc-smole,19830828,,,,,,,,SLO,,
s876,https://www.atptour.com/en/players/flavio-saretta/s876/overview,Flavio,Saretta,flavio-saretta,19800628,"Americana, Brazil",1998,70,183,"Sao Paulo, Brazil",Right-Handed,Unknown Backhand,BRA,800204633,https://media.itfdataservices.com/player/dc/en/800204633
s877,https://www.atptour.com/en/players/julio-silva/s877/overview,Julio,Silva,julio-silva,19790701,"Jundiai, Sao Paulo, Brasil",1999,69,173,"Jundiai, Sao Paulo, Brasil",Right-Handed,Unknown Backhand,BRA,800204335,https://media.itfdataservices.com/player/dc/en/800204335
s885,https://www.atptour.com/en/players/raimonds-sproga/s885/overview,Raimonds,Sproga,raimonds-sproga,19810712,,,,,,Right-Handed,,LAT,800204840,https://media.itfdataservices.com/player/dc/en/800204840
s887,https://www.atptour.com/en/players/mike-scheidweiler/s887/overview,Mike,Scheidweiler,mike-scheidweiler,19811114,,,75,188,,Right-Handed,Unknown Backhand,LUX,800206272,https://media.itfdataservices.com/player/dc/en/800206272
s891,https://www.atptour.com/en/players/evgueni-smirnov/s891/overview,Evgueni,Smirnov,evgueni-smirnov,19821216,,,,,,,,RUS,,
s893,https://www.atptour.com/en/players/martin-slanar/s893/overview,Martin,Slanar,martin-slanar,19810501,,,,,,Right-Handed,Unknown Backhand,AUT,,
s896,https://www.atptour.com/en/players/riad-sawas/s896/overview,Riad,Sawas,riad-sawas,,,,,,,,,GER,,
s902,https://www.atptour.com/en/players/marc-steger/s902/overview,Marc,Steger,marc-steger,19810704,,,,,,Left-Handed,,FRA,,
s903,https://www.atptour.com/en/players/gavin-sontag/s903/overview,Gavin,Sontag,gavin-sontag,19770610,,,,,,,,USA,,
s908,https://www.atptour.com/en/players/vitali-chvets/s908/overview,Vitali,Chvets,vitali-chvets,19750101,,,,,,,,BLR,,
s913,https://www.atptour.com/en/players/vinod-sridhar/s913/overview,Vinod,Sridhar,vinod-sridhar,19790205,,,,,,Left-Handed,,IND,,
s918,https://www.atptour.com/en/players/renato-silveira/s918/overview,Renato,Silveira,renato-silveira,19790927,,,,,,,,BRA,,
s920,https://www.atptour.com/en/players/dirk-stegmann/s920/overview,Dirk,Stegmann,dirk-stegmann,19830308,,,,,,Right-Handed,,RSA,,
s923,https://www.atptour.com/en/players/nasir-sherazi/s923/overview,Nasir,Sherazi,nasir-sherazi,19800224,,,,,,,,PAK,800205851,https://media.itfdataservices.com/player/dc/en/800205851
s932,https://www.atptour.com/en/players/saar-steele/s932/overview,Saar,Steele,saar-steele,19840928,,,,,,Right-Handed,Unknown Backhand,ISR,,
s933,https://www.atptour.com/en/players/matan-shitrit/s933/overview,Matan,Shitrit,matan-shitrit,19830711,,,,,,Right-Handed,Unknown Backhand,ISR,,
s938,https://www.atptour.com/en/players/bruno-soares/s938/overview,Bruno,Soares,bruno-soares,19820227,"Belo Horizonte, Brazil",2001,77,180,"Belo Horizonte, Brazil",Right-Handed,Two-Handed Backhand,BRA,800213125,https://media.itfdataservices.com/player/dc/en/800213125
s940,https://www.atptour.com/en/players/jeff-scarella/s940/overview,Jeff,Scarella,jeff-scarella,19800321,,,,,,,,USA,,
s944,https://www.atptour.com/en/players/simon-stadler/s944/overview,Simon,Stadler,simon-stadler,19830720,"Heidelberg, Germany",2002,75,183,"Heidelberg, Germany",Left-Handed,Unknown Backhand,GER,,
s948,https://www.atptour.com/en/players/kevin-sorensen/s948/overview,Kevin,Sorensen,kevin-sorensen,19810510,schwaebisch hall,2004,79,183,stuttgart,Right-Handed,,IRL,800216466,https://media.itfdataservices.com/player/dc/en/800216466
s949,https://www.atptour.com/en/players/trevor-spracklin/s949/overview,Trevor,Spracklin,trevor-spracklin,19771217,,2002,2002,191,,Right-Handed,Unknown Backhand,USA,,
s953,https://www.atptour.com/en/players/todd-scheck/s953/overview,Todd,Scheck,todd-scheck,19790227,,,,,,,,USA,,
s959,https://www.atptour.com/en/players/sanjin-sadovich/s959/overview,Sanjin,Sadovich,sanjin-sadovich,19821119,,,,,,,,CAN,,
s963,https://www.atptour.com/en/players/florent-serra/s963/overview,Florent,Serra,florent-serra,19810228,"Bordeaux, France",2000,78,180,"Issy-les-Moulineaux, France",Right-Handed,Two-Handed Backhand,FRA,,
s964,https://www.atptour.com/en/players/nikos-serkedakis/s964/overview,Nikos,Serkedakis,nikos-serkedakis,19820912,,,,,,,,GRE,,
s965,https://www.atptour.com/en/players/israel-sevilla-maruhenda/s965/overview,Israel,Sevilla-Maruhenda,israel-sevilla-maruhenda,,,,,,,,,ESP,,
s976,https://www.atptour.com/en/players/sebastian-schmidt/s976/overview,Sebastian,Schmidt,sebastian-schmidt,19811114,,,,,,,,GER,,
s989,https://www.atptour.com/en/players/patrick-schnidrig/s989/overview,Patrick,Schnidrig,patrick-schnidrig,19800811,,,,,,,,SUI,,
s990,https://www.atptour.com/en/players/tobias-summerer/s990/overview,Tobias,Summerer,tobias-summerer,19830201,"Freising, Germany",2002,79,185,"Freising, Germany",Right-Handed,Unknown Backhand,GER,,
s993,https://www.atptour.com/en/players/philipp-stark/s993/overview,Philipp,Stark,philipp-stark,19810112,,,,,,,,GER,,
s998,https://www.atptour.com/en/players/denis-salimsakov/s998/overview,Denis,Salimsakov,denis-salimsakov,19830413,,,,,,,,UZB,,
sa10,https://www.atptour.com/en/players/michael-staniak/sa10/overview,Michael,Staniak,michael-staniak,,,,,,,,,AUS,,
sa17,https://www.atptour.com/en/players/alexandros-siderakos/sa17/overview,Alexandros,Siderakos,alexandros-siderakos,19811222,,,,,,,,GRE,,
sa18,https://www.atptour.com/en/players/frederick-sundsten/sa18/overview,Frederick,Sundsten,frederick-sundsten,19781118,,,,,,,,NOR,800195414,https://media.itfdataservices.com/player/dc/en/800195414
sa20,https://www.atptour.com/en/players/daigo-sakuri/sa20/overview,Daigo,Sakuri,daigo-sakuri,,,,,,,,,JPN,,
sa21,https://www.atptour.com/en/players/jayant-sood/sa21/overview,Jayant,Sood,jayant-sood,19771019,,,,,,,,IND,,
sa24,https://www.atptour.com/en/players/kamlesh-shukla/sa24/overview,Kamlesh,Shukla,kamlesh-shukla,19791230,,,,,,,,IND,,
sa25,https://www.atptour.com/en/players/peter-schuster/sa25/overview,Peter,Schuster,peter-schuster,19820501,,,,,,,,GER,,
sa32,https://www.atptour.com/en/players/gurmehar-singh/sa32/overview,Gurmehar,Singh,gurmehar-singh,,,,,,,,,IND,,
sa44,https://www.atptour.com/en/players/jacek-szygowski/sa44/overview,Jacek,Szygowski,jacek-szygowski,19820315,,,,,,,,GER,,
sa47,https://www.atptour.com/en/players/lukasz-senczyszyn/sa47/overview,Lukasz,Senczyszyn,lukasz-senczyszyn,19800323,,,,,,,,POL,,
sa49,https://www.atptour.com/en/players/robin-soderling/sa49/overview,Robin,Soderling,robin-soderling,19840814,"Tibro, Sweden",2001,87,193,"Monte Carlo, Monaco",Right-Handed,Two-Handed Backhand,SWE,800214859,https://media.itfdataservices.com/player/dc/en/800214859
sa55,https://www.atptour.com/en/players/peter-shults/sa55/overview,Peter,Shults,peter-shults,19830305,,,,,,,,USA,,
sa59,https://www.atptour.com/en/players/eric-scherer/sa59/overview,Eric,Scherer,eric-scherer,19850620,,,,,,Right-Handed,,GER,,
sa68,https://www.atptour.com/en/players/aleksander-slovic/sa68/overview,Aleksander,Slovic,aleksander-slovic,19820207,,,,,,Left-Handed,Unknown Backhand,SRB,,
sa71,https://www.atptour.com/en/players/jonathas-sucupira/sa71/overview,Jonathas,Sucupira,jonathas-sucupira,19831229,,,,,,,,BRA,,
sa77,https://www.atptour.com/en/players/jose-pedro-silva/sa77/overview,Jose Pedro,Silva,jose-pedro-silva,19830619,,,,,,,,POR,,
sa79,https://www.atptour.com/en/players/david-sanger/sa79/overview,David,Sanger,david-sanger,19801020,,,,,,,,GBR,,
sa81,https://www.atptour.com/en/players/dmitri-sitak/sa81/overview,Dmitri,Sitak,dmitri-sitak,19830304,Orenbourg,2000,79,183,Moscow,Right-Handed,Unknown Backhand,RUS,,
sa84,https://www.atptour.com/en/players/phil-stolt/sa84/overview,Phil,Stolt,phil-stolt,19810312,,,,,,,,USA,,
sa85,https://www.atptour.com/en/players/timo-siebert/sa85/overview,Timo,Siebert,timo-siebert,19800131,,,,,,,,GER,,
sa86,https://www.atptour.com/en/players/yew-ming-si/sa86/overview,Yew-Ming,Si,yew-ming-si,19790824,,,,,,,,MAS,800186798,https://media.itfdataservices.com/player/dc/en/800186798
sa87,https://www.atptour.com/en/players/craig-schwartz/sa87/overview,Craig,Schwartz,craig-schwartz,19780825,,,,,,Right-Handed,,USA,,
sa93,https://www.atptour.com/en/players/andreas-seppi/sa93/overview,Andreas,Seppi,andreas-seppi,19840221,"Bolzano, Italy",2002,78,191,"Caldaro, Italy",Right-Handed,Two-Handed Backhand,ITA,800216128,https://media.itfdataservices.com/player/dc/en/800216128
sa97,https://www.atptour.com/en/players/jonathan-sotillos/sa97/overview,Jonathan,Sotillos,jonathan-sotillos,19820203,,,,,,,,ESP,,
sa99,https://www.atptour.com/en/players/matias-silva/sa99/overview,Matias,Silva,matias-silva,19840331,,,,,,Right-Handed,,PER,800218580,https://media.itfdataservices.com/player/dc/en/800218580
sb04,https://www.atptour.com/en/players/daniel-sigarev/sb04/overview,Daniel,Sigarev,daniel-sigarev,,,,,,,,,RUS,,
sb09,https://www.atptour.com/en/players/alberto-sottocorno/sb09/overview,Alberto,Sottocorno,alberto-sottocorno,19840929,,,,,,Right-Handed,,BOL,800218840,https://media.itfdataservices.com/player/dc/en/800218840
sb10,https://www.atptour.com/en/players/andrey-stepanov/sb10/overview,Andrey,Stepanov,andrey-stepanov,19830218,,,,,,,,UKR,800216904,https://media.itfdataservices.com/player/dc/en/800216904
sb14,https://www.atptour.com/en/players/simon-shen/sb14/overview,Simon,Shen,simon-shen,19760910,,,,,,,,TPE,800209249,https://media.itfdataservices.com/player/dc/en/800209249
sb15,https://www.atptour.com/en/players/pablo-santos/sb15/overview,Pablo,Santos,pablo-santos,19840615,"Granada, Spain",2002,83,183,"Granada, Spain",Right-Handed,Unknown Backhand,ESP,,
sb19,https://www.atptour.com/en/players/pedro-salas-lozano/sb19/overview,Pedro,Salas-Lozano,pedro-salas-lozano,19820914,,,,,,,,ESP,,
sb22,https://www.atptour.com/en/players/patrick-schmolzer/sb22/overview,Patrick,Schmolzer,patrick-schmolzer,19840111,,,,,,Right-Handed,,AUT,,
sb23,https://www.atptour.com/en/players/vjekoslav-skenderovic/sb23/overview,Vjekoslav,Skenderovic,vjekoslav-skenderovic,19830320,,,,,,,,CRO,,
sb28,https://www.atptour.com/en/players/carlos-salamanca/sb28/overview,Carlos,Salamanca,carlos-salamanca,19830115,"Bogota, Colombia",2001,83,196,"Bogota, Colombia",Left-Handed,Two-Handed Backhand,COL,800216559,https://media.itfdataservices.com/player/dc/en/800216559
sb29,https://www.atptour.com/en/players/prima-simpatiaji/sb29/overview,Prima,Simpatiaji,prima-simpatiaji,19811016,,,,,,Right-Handed,,INA,800191288,https://media.itfdataservices.com/player/dc/en/800191288
sb32,https://www.atptour.com/en/players/saurabh-singh/sb32/overview,Saurabh,Singh,saurabh-singh,19841218,,,,,,Right-Handed,Two-Handed Backhand,IND,,
sb34,https://www.atptour.com/en/players/alexander-satschko/sb34/overview,Alexander,Satschko,alexander-satschko,19801112,"Deggendorf, Germany",2002,80,178,"Munich, Germany",Right-Handed,One-Handed Backhand,GER,,
sb37,https://www.atptour.com/en/players/helio-sileman/sb37/overview,Helio,Sileman,helio-sileman,19800528,,,,,,,,BRA,,
sb42,https://www.atptour.com/en/players/bojan-szumanski/sb42/overview,Bojan,Szumanski,bojan-szumanski,19840605,"Spale, Poland",,,,,Right-Handed,,POL,,
sb57,https://www.atptour.com/en/players/anoosha-shahgholi/sb57/overview,Anoosha,Shahgholi,anoosha-shahgholi,19811110,,,,,,,,IRI,800678233,https://media.itfdataservices.com/player/dc/en/800678233
sb58,https://www.atptour.com/en/players/samir-saadeldin/sb58/overview,Samir,Saadeldin,samir-saadeldin,19761117,,,,,,,,SYR,800210921,https://media.itfdataservices.com/player/dc/en/800210921
sb59,https://www.atptour.com/en/players/lais-salim/sb59/overview,Lais,Salim,lais-salim,19750205,,,,,,,,SYR,800184933,https://media.itfdataservices.com/player/dc/en/800184933
sb61,https://www.atptour.com/en/players/francois-schoukens/sb61/overview,Francois,Schoukens,francois-schoukens,,,,,,,,,BEL,,
sb63,https://www.atptour.com/en/players/gary-sacks/sb63/overview,Gary,Sacks,gary-sacks,19861211,,,,,,,,RSA,,
sb64,https://www.atptour.com/en/players/muhammad-khaliq-siddiq/sb64/overview,Muhammad Khaliq,Siddiq,muhammad-khaliq-siddiq,19760704,,,,,,,,KUW,800184795,https://media.itfdataservices.com/player/dc/en/800184795
sb69,https://www.atptour.com/en/players/parsa-samii/sb69/overview,Parsa,Samii,parsa-samii,19780116,,,,,,,,USA,,
sb70,https://www.atptour.com/en/players/joel-sanchez/sb70/overview,Joel,Sanchez,joel-sanchez,19680216,,,,,,Right-Handed,,MEX,,
sb71,https://www.atptour.com/en/players/tomer-suissa/sb71/overview,Tomer,Suissa,tomer-suissa,19820527,,,,,,,,ISR,,
sb78,https://www.atptour.com/en/players/sebastian-salas/sb78/overview,Sebastian,Salas,sebastian-salas,19850313,,,,,,,,MEX,,
sb79,https://www.atptour.com/en/players/andre-santos/sb79/overview,Andre,Santos,andre-santos,19821116,,,,,,,,BRA,,
sb81,https://www.atptour.com/en/players/petr-savrda/sb81/overview,Petr,Savrda,petr-savrda,19841014,,,,,,,,CZE,,
sb92,https://www.atptour.com/en/players/adil-shamasdin/sb92/overview,Adil,Shamasdin,adil-shamasdin,19820523,"Toronto, Canada",2005,73,180,"Pickering, Canada",Right-Handed,Two-Handed Backhand,CAN,,
sb94,https://www.atptour.com/en/players/helio-steiner/sb94/overview,Helio,Steiner,helio-steiner,19840502,,,,,,,,BRA,,
sc03,https://www.atptour.com/en/players/jasper-smit/sc03/overview,Jasper,Smit,jasper-smit,19801117,,,,,,Right-Handed,Unknown Backhand,NED,,
sc10,https://www.atptour.com/en/players/jaume-santo-valdivieso/sc10/overview,Jaume,Santo-Valdivieso,jaume-santo-valdivieso,19830906,,,,,,Right-Handed,,ESP,,
sc13,https://www.atptour.com/en/players/doug-stewart/sc13/overview,Doug,Stewart,doug-stewart,19840516,,,,,,Right-Handed,,USA,,
sc19,https://www.atptour.com/en/players/jose-antonio-sanchez-de-luna/sc19/overview,Jose Antonio,Sanchez-de Luna,jose-antonio-sanchez-de-luna,19841018,,,,,,Right-Handed,Unknown Backhand,ESP,,
sc23,https://www.atptour.com/en/players/matthew-smith/sc23/overview,Matthew,Smith,matthew-smith,19840821,,,,,,Right-Handed,,GBR,,
sc27,https://www.atptour.com/en/players/lirion-strauss/sc27/overview,Lirion,Strauss,lirion-strauss,,,,,,,,,ISR,,
sc33,https://www.atptour.com/en/players/gvidas-sabeckis/sc33/overview,Gvidas,Sabeckis,gvidas-sabeckis,19840327,,,,,,Right-Handed,,LTU,800224125,https://media.itfdataservices.com/player/dc/en/800224125
sc38,https://www.atptour.com/en/players/philipp-schuenemann/sc38/overview,Philipp,Schuenemann,philipp-schuenemann,19820701,,,,,,,,GER,,
sc40,https://www.atptour.com/en/players/ken-skupski/sc40/overview,Ken,Skupski,ken-skupski,19830409,"Liverpool, Lancashire, England",,89,183,"Liverpool, Lancashire, England",Left-Handed,Two-Handed Backhand,GBR,,
sc47,https://www.atptour.com/en/players/go-soeda/sc47/overview,Go,Soeda,go-soeda,19840905,"Kanagawa, Japan",2003,73,178,"Tokyo, Japan",Right-Handed,Two-Handed Backhand,JPN,800210999,https://media.itfdataservices.com/player/dc/en/800210999
sc51,https://www.atptour.com/en/players/aliaksandr-skrypko/sc51/overview,Aliaksandr,Skrypko,aliaksandr-skrypko,19860701,,,,,,Right-Handed,Unknown Backhand,BLR,800227794,https://media.itfdataservices.com/player/dc/en/800227794
sc54,https://www.atptour.com/en/players/andreas-siljestrom/sc54/overview,Andreas,Siljestrom,andreas-siljestrom,19810721,,,96,206,,Right-Handed,Two-Handed Backhand,SWE,,
sc56,https://www.atptour.com/en/players/dudi-sela/sc56/overview,Dudi,Sela,dudi-sela,19850404,"Kiryat Shmonna, Israel",2002,65,175,"Tel Aviv, Israel",Right-Handed,One-Handed Backhand,ISR,800218455,https://media.itfdataservices.com/player/dc/en/800218455
sc57,https://www.atptour.com/en/players/hyun-joon-suk/sc57/overview,Hyun-Joon,Suk,hyun-joon-suk,19850609,,,,,,Right-Handed,,KOR,800225911,https://media.itfdataservices.com/player/dc/en/800225911
sc60,https://www.atptour.com/en/players/yong-bum-seo/sc60/overview,Yong Bum,Seo,yong-bum-seo,19830515,,,,,,,,KOR,,
sc63,https://www.atptour.com/en/players/sunil-kumar-sipaeya/sc63/overview,Sunil-Kumar,Sipaeya,sunil-kumar-sipaeya,19830404,,,,,,Left-Handed,,IND,,
sc68,https://www.atptour.com/en/players/ashutosh-singh/sc68/overview,Ashutosh,Singh,ashutosh-singh,19820925,,,,,,Right-Handed,,IND,,
sc73,https://www.atptour.com/en/players/rogerio-dutra-silva/sc73/overview,Rogerio,Dutra Silva,rogerio-dutra-silva,19840205,"Sao Paulo, Brazil",2003,73,178,"Santa Barbara d'Oeste, Brazil",Right-Handed,One-Handed Backhand,BRA,800226744,https://media.itfdataservices.com/player/dc/en/800226744
sc74,https://www.atptour.com/en/players/sornsakol-supakit/sc74/overview,Sornsakol,Supakit,sornsakol-supakit,19830225,,,,,,,,THA,,
sc75,https://www.atptour.com/en/players/troy-stone/sc75/overview,Troy,Stone,troy-stone,19800512,,,,,,,,TTO,800203458,https://media.itfdataservices.com/player/dc/en/800203458
sc77,https://www.atptour.com/en/players/sergiy-stakhovsky/sc77/overview,Sergiy,Stakhovsky,sergiy-stakhovsky,19860106,"Kiev, Ukraine",2003,80,193,"Kharkov, Ukraine",Right-Handed,One-Handed Backhand,UKR,800227635,https://media.itfdataservices.com/player/dc/en/800227635
sc79,https://www.atptour.com/en/players/juan-miguel-such-perez/sc79/overview,Juan-Miguel,Such-Perez,juan-miguel-such-perez,19840309,,,,,,,,ESP,,
sc87,https://www.atptour.com/en/players/nikolai-soloviev/sc87/overview,Nikolai,Soloviev,nikolai-soloviev,19860504,,,,,,Right-Handed,,RUS,,
sc92,https://www.atptour.com/en/players/peng-sun/sc92/overview,Peng,Sun,peng-sun,19831019,,,,,,Right-Handed,Unknown Backhand,CHN,800209495,https://media.itfdataservices.com/player/dc/en/800209495
sc95,https://www.atptour.com/en/players/bartolome-salva-vidal/sc95/overview,Bartolome,Salva-Vidal,bartolome-salva-vidal,19861120,,,79,183,"Mallorca, Spain",Left-Handed,Unknown Backhand,ESP,,
sc98,https://www.atptour.com/en/players/bosko-simundsa/sc98/overview,Bosko,Simundsa,bosko-simundsa,,,,,,,,,CRO,,
sd01,https://www.atptour.com/en/players/phillip-simmonds/sd01/overview,Phillip,Simmonds,phillip-simmonds,19860518,,,,,,Right-Handed,Unknown Backhand,USA,,
sd06,https://www.atptour.com/en/players/jan-stancik/sd06/overview,Jan,Stancik,jan-stancik,19830331,,,,,,,,SVK,,
sd07,https://www.atptour.com/en/players/rahul-sankhla/sd07/overview,Rahul,Sankhla,rahul-sankhla,,,,,,,,,IND,,
sd09,https://www.atptour.com/en/players/maris-sipkovs/sd09/overview,Maris,Sipkovs,maris-sipkovs,19730901,,,,,,,,LAT,,
sd10,https://www.atptour.com/en/players/luke-shields/sd10/overview,Luke,Shields,luke-shields,19850401,,,,,,,,USA,,
sd11,https://www.atptour.com/en/players/martin-schulhauser/sd11/overview,Martin,Schulhauser,martin-schulhauser,19850505,,,,,,,,CZE,,
sd16,https://www.atptour.com/en/players/henrik-soderberg/sd16/overview,Henrik,Soderberg,henrik-soderberg,19810216,,,,,,,,SWE,,
sd19,https://www.atptour.com/en/players/david-sebok/sd19/overview,David,Sebok,david-sebok,,,,,,,,,SVK,,
sd20,https://www.atptour.com/en/players/juan-francisco-spina/sd20/overview,Juan-Francisco,Spina,juan-francisco-spina,19850508,,,,,,,,ARG,,
sd23,https://www.atptour.com/en/players/artem-sitak/sd23/overview,Artem,Sitak,artem-sitak,19860208,"Orenbourg, Russia",2001,84,185,"Auckland, New Zealand",Right-Handed,Two-Handed Backhand,NZL,800216831,https://media.itfdataservices.com/player/dc/en/800216831
sd26,https://www.atptour.com/en/players/rob-searle/sd26/overview,Rob,Searle,rob-searle,19840719,,,,,,Right-Handed,,GBR,,
sd27,https://www.atptour.com/en/players/martin-stiegwardt/sd27/overview,Martin,Stiegwardt,martin-stiegwardt,19840226,,,,,,,,ECU,800226202,https://media.itfdataservices.com/player/dc/en/800226202
sd28,https://www.atptour.com/en/players/harutyun-sofyan/sd28/overview,Harutyun,Sofyan,harutyun-sofyan,19830112,,,,180,,Right-Handed,Unknown Backhand,ARM,800208686,https://media.itfdataservices.com/player/dc/en/800208686
sd29,https://www.atptour.com/en/players/luca-serena/sd29/overview,Luca,Serena,luca-serena,19800728,,,,,,Right-Handed,,ITA,,
sd31,https://www.atptour.com/en/players/andrei-somov/sd31/overview,Andrei,Somov,andrei-somov,19840318,,,,,,Right-Handed,,RUS,,
sd32,https://www.atptour.com/en/players/gilles-simon/sd32/overview,Gilles,Simon,gilles-simon,19841227,"Nice, France",2002,70,183,"Neuchatel, Switzerland",Right-Handed,Two-Handed Backhand,FRA,800218368,https://media.itfdataservices.com/player/dc/en/800218368
sd39,https://www.atptour.com/en/players/janis-skroderis/sd39/overview,Janis,Skroderis,janis-skroderis,19830814,,,,,,Right-Handed,Two-Handed Backhand,LAT,800215218,https://media.itfdataservices.com/player/dc/en/800215218
sd46,https://www.atptour.com/en/players/divij-sharan/sd46/overview,Divij,Sharan,divij-sharan,19860302,"Delhi, India",,78,183,"Delhi, India",Left-Handed,Two-Handed Backhand,IND,,
sd47,https://www.atptour.com/en/players/marco-aurelio-sanchez/sd47/overview,Marco-Aurelio,Sanchez,marco-aurelio-sanchez,19850508,,,,,,,,MEX,,
sd48,https://www.atptour.com/en/players/sergey-sukhov/sd48/overview,Sergey,Sukhov,sergey-sukhov,19841206,,,,,,Right-Handed,,RUS,,
sd50,https://www.atptour.com/en/players/matt-sabo/sd50/overview,Matt,Sabo,matt-sabo,19830405,,,70,175,,Right-Handed,Unknown Backhand,USA,,
sd56,https://www.atptour.com/en/players/robert-smeets/sd56/overview,Robert,Smeets,robert-smeets,19851110,"Sliedrecht, The Netherlands",,70,188,"Ipswich, Australia",Left-Handed,Unknown Backhand,AUS,,
sd57,https://www.atptour.com/en/players/jurgens-strydom/sd57/overview,Jurgens,Strydom,jurgens-strydom,19870313,,,,,,Right-Handed,,NAM,800223895,https://media.itfdataservices.com/player/dc/en/800223895
sd58,https://www.atptour.com/en/players/alexey-sergeev/sd58/overview,Alexey,Sergeev,alexey-sergeev,,,,,,,Right-Handed,,RUS,,
sd65,https://www.atptour.com/en/players/federico-sansonetti/sd65/overview,Federico,Sansonetti,federico-sansonetti,19861106,,,,,,Right-Handed,,URU,800243785,https://media.itfdataservices.com/player/dc/en/800243785
sd66,https://www.atptour.com/en/players/tommaso-sanna/sd66/overview,Tommaso,Sanna,tommaso-sanna,19831008,,,,,,,,ITA,,
sd68,https://www.atptour.com/en/players/kile-sherry/sd68/overview,Kile,Sherry,kile-sherry,,,,,,,Right-Handed,,USA,,
sd69,https://www.atptour.com/en/players/louk-sorensen/sd69/overview,Louk,Sorensen,louk-sorensen,19850107,,2003,78,175,"Stuttgart, Germany",Right-Handed,Two-Handed Backhand,IRL,800244538,https://media.itfdataservices.com/player/dc/en/800244538
sd74,https://www.atptour.com/en/players/tobias-scheil/sd74/overview,Tobias,Scheil,tobias-scheil,,,,,,,,,GER,,
sd75,https://www.atptour.com/en/players/ashkan-shokoofi/sd75/overview,Ashkan,Shokoofi,ashkan-shokoofi,19810709,,,,,,,,IRI,800204193,https://media.itfdataservices.com/player/dc/en/800204193
sd76,https://www.atptour.com/en/players/dilshod-sharifi/sd76/overview,Dilshod,Sharifi,dilshod-sharifi,19860612,,,,,,Right-Handed,,TJK,800224334,https://media.itfdataservices.com/player/dc/en/800224334
sd77,https://www.atptour.com/en/players/sebastian-schulz/sd77/overview,Sebastian,Schulz,sebastian-schulz,19830623,,,,,,Right-Handed,,GER,,
sd78,https://www.atptour.com/en/players/alexandre-sidorenko/sd78/overview,Alexandre,Sidorenko,alexandre-sidorenko,19880218,"St. Petersburg, Russia",2006,80,185,"Paris, France",Right-Handed,Unknown Backhand,FRA,,
sd83,https://www.atptour.com/en/players/matt-simpson/sd83/overview,Matt,Simpson,matt-simpson,19840810,,,,,,,,NZL,800220247,https://media.itfdataservices.com/player/dc/en/800220247
